,Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Can be ignored
0,2019-09-19 10:00:00,9881.43000000,9881.43000000,9828.59000000,9849.75000000,0.05688900,2019-09-19 11:59:59.999,560.65782142,10,0.01979900,195.33354240,0
1,2019-09-19 12:00:00,9848.41000000,9887.21000000,9848.41000000,9866.53000000,0.03366300,2019-09-19 13:59:59.999,331.94007970,7,0.02112800,208.28285210,0
2,2019-09-19 14:00:00,9866.53000000,9866.53000000,9866.53000000,9866.53000000,0.00000000,2019-09-19 15:59:59.999,0.00000000,0,0.00000000,0.00000000,0
3,2019-09-19 16:00:00,9875.25000000,10055.61000000,9875.25000000,10053.83000000,0.15971400,2019-09-19 17:59:59.999,1600.29455074,22,0.14139800,1416.85882567,0
4,2019-09-19 18:00:00,10028.02000000,10082.81000000,9975.00000000,10082.81000000,0.32956000,2019-09-19 19:59:59.999,3299.83950681,25,0.06265900,627.51285123,0
5,2019-09-19 20:00:00,10082.81000000,10305.58000000,10082.81000000,10285.91000000,0.41577000,2019-09-19 21:59:59.999,4245.84052772,40,0.31124400,3172.91995888,0
6,2019-09-19 22:00:00,10255.46000000,10255.46000000,10249.99000000,10254.92000000,0.05545200,2019-09-19 23:59:59.999,568.41958708,8,0.04640600,475.66150000,0
7,2019-09-20 00:00:00,10254.92000000,10254.92000000,10254.92000000,10254.92000000,0.00000000,2019-09-20 01:59:59.999,0.00000000,0,0.00000000,0.00000000,0
8,2019-09-20 02:00:00,10214.31000000,10214.52000000,10214.31000000,10214.52000000,0.00504600,2019-09-20 03:59:59.999,51.54225288,2,0.00000000,0.00000000,0
9,2019-09-20 04:00:00,10215.02000000,10233.53000000,10185.44000000,10188.64000000,0.08160900,2019-09-20 05:59:59.999,833.17038737,15,0.05331000,544.62330105,0
10,2019-09-20 06:00:00,10178.63000000,10182.77000000,10122.86000000,10164.31000000,1.27081700,2019-09-20 07:59:59.999,12892.47748319,34,0.03070000,312.56212490,0
11,2019-09-20 08:00:00,10157.84000000,10175.87000000,10118.00000000,10137.67000000,1.74984800,2019-09-20 09:59:59.999,17773.47158554,58,0.05437800,553.16752505,0
12,2019-09-20 10:00:00,10175.03000000,10207.48000000,10118.00000000,10153.47000000,1.80246300,2019-09-20 11:59:59.999,18303.90470884,48,0.65488300,6672.04753751,0
13,2019-09-20 12:00:00,10184.95000000,10207.96000000,10155.34000000,10155.34000000,0.40722300,2019-09-20 13:59:59.999,4141.47132947,10,0.00000000,0.00000000,0
14,2019-09-20 14:00:00,10174.19000000,10176.18000000,10155.34000000,10155.34000000,0.26953400,2019-09-20 15:59:59.999,2737.88715663,9,0.00000000,0.00000000,0
15,2019-09-20 16:00:00,10155.34000000,10155.34000000,10078.91000000,10145.26000000,0.12554400,2019-09-20 17:59:59.999,1267.81308430,6,0.00000000,0.00000000,0
16,2019-09-20 18:00:00,10148.58000000,10148.89000000,10141.99000000,10141.99000000,0.05448900,2019-09-20 19:59:59.999,552.71163539,6,0.02050500,207.96150495,0
17,2019-09-20 20:00:00,10139.67000000,10141.99000000,10117.24000000,10118.02000000,1.07352400,2019-09-20 21:59:59.999,10887.27933438,4,0.02634200,266.88652831,0
18,2019-09-20 22:00:00,10145.23000000,10171.06000000,10142.37000000,10171.06000000,0.07608700,2019-09-20 23:59:59.999,771.99392654,4,0.07608700,771.99392654,0
19,2019-09-21 00:00:00,10169.44000000,10169.44000000,10169.44000000,10169.44000000,0.00133400,2019-09-21 01:59:59.999,13.56603296,1,0.00133400,13.56603296,0
20,2019-09-21 02:00:00,10169.44000000,10169.44000000,10169.44000000,10169.44000000,0.00000000,2019-09-21 03:59:59.999,0.00000000,0,0.00000000,0.00000000,0
21,2019-09-21 04:00:00,10111.87000000,10111.87000000,10111.87000000,10111.87000000,0.00947600,2019-09-21 05:59:59.999,95.82008012,1,0.00000000,0.00000000,0
22,2019-09-21 06:00:00,10100.45000000,10112.81000000,9957.16000000,10081.35000000,0.76461400,2019-09-21 07:59:59.999,7637.16107795,14,0.02639600,266.12814130,0
23,2019-09-21 08:00:00,10000.00000000,10020.30000000,9986.27000000,9999.28000000,0.19908500,2019-09-21 09:59:59.999,1991.12591936,8,0.06382600,638.86040768,0
24,2019-09-21 10:00:00,9999.27000000,10045.77000000,9998.37000000,10045.77000000,0.50343400,2019-09-21 11:59:59.999,5034.87975678,8,0.48277600,4828.32370482,0
25,2019-09-21 12:00:00,10039.63000000,10039.63000000,9940.27000000,9981.07000000,1.36441600,2019-09-21 13:59:59.999,13606.29009780,17,1.24158400,12383.53116337,0
26,2019-09-21 14:00:00,10028.02000000,10028.02000000,9974.50000000,9974.50000000,0.13549500,2019-09-21 15:59:59.999,1354.64590744,10,0.00000000,0.00000000,0
27,2019-09-21 16:00:00,10049.95000000,10049.95000000,9978.03000000,9978.03000000,0.02804800,2019-09-21 17:59:59.999,281.80900568,2,0.02704700,271.82099765,0
28,2019-09-21 18:00:00,9985.14000000,10005.72000000,9985.14000000,10005.72000000,0.02655100,2019-09-21 19:59:59.999,265.33887783,6,0.01125700,112.55108824,0
29,2019-09-21 20:00:00,9998.87000000,9998.87000000,9978.63000000,9978.63000000,0.00495700,2019-09-21 21:59:59.999,49.54292395,2,0.00000000,0.00000000,0
30,2019-09-21 22:00:00,9958.52000000,9998.87000000,9958.52000000,9998.87000000,0.01562100,2019-09-21 23:59:59.999,155.86770182,3,0.00257400,25.73709138,0
31,2019-09-22 00:00:00,9928.07000000,9928.07000000,9874.30000000,9901.14000000,1.19812300,2019-09-22 01:59:59.999,11862.70826129,12,1.19702600,11851.81716850,0
32,2019-09-22 02:00:00,9901.14000000,9901.14000000,9901.14000000,9901.14000000,0.00000000,2019-09-22 03:59:59.999,0.00000000,0,0.00000000,0.00000000,0
33,2019-09-22 04:00:00,9880.97000000,9948.61000000,9880.97000000,9948.61000000,0.06811300,2019-09-22 05:59:59.999,675.41124267,5,0.06811300,675.41124267,0
34,2019-09-22 06:00:00,9965.21000000,10018.88000000,9965.21000000,10012.56000000,0.11600300,2019-09-22 07:59:59.999,1160.01279286,5,0.11600300,1160.01279286,0
35,2019-09-22 08:00:00,9986.14000000,9986.14000000,9986.14000000,9986.14000000,0.01284800,2019-09-22 09:59:59.999,128.30192672,1,0.00000000,0.00000000,0
36,2019-09-22 10:00:00,10024.50000000,10024.50000000,10005.94000000,10005.94000000,0.00801500,2019-09-22 11:59:59.999,80.25371598,2,0.00801500,80.25371598,0
